	ERR1458715	ERR1458739	ERR1458746	ERR1458747	ERR1458750	ERR1458752	ERR1458793	ERR1458809	ERR1458829	ERR1458831	ERR1458855	ERR1458857	ERR1458868	ERR1458871	ERR1458881	ERR1458883	ERR1458893	ERR1458899	ERR1458906	ERR1458915	ERR1458929	ERR1458931	ERR1458936	ERR1458937	ERR1458942	ERR1458974	ERR1458980	ERR1458992	ERR1458999	ERR1459008	ERR1459028	ERR1459033	ERR1459034	ERR1459037	ERR1459045	ERR1459063	ERR1459072	ERR1459099	ERR1459109	ERR1459110	ERR1459123	ERR1459124	ERR1459126	ERR1459131	ERR1459142	ERR1459146	ERR1459147	ERR1459152	ERR1459162	ERR1459172	ERR1459203	ERR1459204	ERR2056799
ERR1458855	0.9965612104539202	0.8631361760660248	0.562585969738652	0.6121045392022009	0.8548830811554333	0.7207702888583218	0.6946354883081155	0.7118294360385145	0.6939477303988996	0.8149931224209078	0.0	0.9938101788170564	0.749656121045392	0.6361760660247593	0.9044016506189821	0.7462173314993122	0.6526822558459422	0.6602475928473177	0.7792297111416782	0.8686382393397524	0.9972489683631361	0.7936726272352133	0.6623108665749656	0.6313617606602476	0.718707015130674	0.7324621733149931	0.7482806052269602	0.8198074277854195	0.7991746905089409	0.7352132049518569	0.7696011004126547	0.7668500687757909	0.6925722145804677	0.7276478679504814	0.6891334250343879	0.6898211829436038	0.6678129298486932	0.6767537826685007	0.7042640990371389	0.96767537826685	0.5123796423658872	0.9752407152682255	0.5852819807427786	0.7682255845942229	0.7427785419532325	0.7524071526822559	0.9436038514442916	0.5584594222833562	0.7324621733149931	0.9284731774415406	0.874828060522696	0.6540577716643742	0.7757909215955984
ERR1458857	0.6898211829436038	0.9910591471801926	0.9944979367262724	0.9986244841815681	0.9993122420907841	0.9910591471801926	0.9986244841815681	0.9965612104539202	0.9993122420907841	1.0	0.9938101788170564	0.0	0.9993122420907841	1.0	1.0	0.9986244841815681	0.9979367262723521	0.9979367262723521	0.9993122420907841	0.9993122420907841	0.7888583218707015	0.9993122420907841	0.9993122420907841	1.0	0.9986244841815681	1.0	0.9993122420907841	0.9986244841815681	0.9972489683631361	0.9979367262723521	0.9965612104539202	0.9993122420907841	0.9993122420907841	0.9993122420907841	0.9965612104539202	0.9800550206327373	0.9883081155433288	0.9972489683631361	0.9958734525447043	1.0	0.9993122420907841	1.0	1.0	1.0	0.9993122420907841	1.0	0.9979367262723521	0.9786795048143053	1.0	1.0	0.9917469050894085	0.9387895460797799	0.9993122420907841
ERR1458868	0.9931224209078404	0.6925722145804677	0.7702888583218707	0.7902338376891335	0.6657496561210454	0.8204951856946355	0.7331499312242091	0.7551581843191196	0.5515818431911967	0.7207702888583218	0.749656121045392	0.9993122420907841	0.0	0.5962861072902338	0.7104539202200826	0.7056396148555708	0.6017881705639615	0.7744154057771664	0.8294360385144429	0.8995873452544704	1.0	0.6533700137551581	0.7544704264099037	0.5859697386519945	0.6189821182943603	0.6313617606602476	0.5983493810178817	0.6072902338376891	0.640990371389271	0.7145804676753783	0.6320495185694636	0.7957359009628611	0.7420907840440165	0.7709766162310867	0.8246217331499313	0.7971114167812929	0.7998624484181568	0.6994497936726273	0.8232462173314993	0.8033012379642366	0.7613480055020633	0.7819807427785419	0.7943603851444292	0.8548830811554333	0.8019257221458047	0.5818431911966988	0.7861072902338377	0.7558459422283357	0.6519944979367263	0.71939477303989	0.7056396148555708	0.7469050894085282	0.7819807427785419
ERR1458871	0.9979367262723521	0.6396148555708391	0.6918844566712518	0.6066024759284732	0.5880330123796423	0.8562585969738652	0.7696011004126547	0.7427785419532325	0.5983493810178817	0.6581843191196699	0.6361760660247593	1.0	0.5962861072902338	0.0	0.6850068775790922	0.6801925722145805	0.5832187070151307	0.7785419532324622	0.8651994497936726	0.8686382393397524	1.0	0.5756533700137552	0.7592847317744154	0.5419532324621733	0.5398899587345255	0.6004126547455296	0.5337001375515819	0.6815680880330124	0.7269601100412655	0.7489683631361761	0.5735900962861072	0.827372764786795	0.7276478679504814	0.7585969738651994	0.7400275103163686	0.8184319119669876	0.7916093535075653	0.7386519944979367	0.68707015130674	0.7400275103163686	0.688445667125172	0.7214580467675378	0.6334250343878954	0.7881705639614855	0.6966987620357634	0.5914718019257221	0.7269601100412655	0.672627235213205	0.4951856946354883	0.6664374140302614	0.827372764786795	0.7097661623108665	0.8418156808803301
ERR1458881	0.5729023383768913	0.6664374140302614	0.9243466299862448	0.9044016506189821	0.6740027510316369	0.9312242090784044	0.9257221458046767	0.9291609353507565	0.7689133425034388	0.6987620357634112	0.9044016506189821	1.0	0.7104539202200826	0.6850068775790922	0.0	0.8321870701513068	0.7716643741403026	0.9222833562585969	0.9346629986244842	0.9484181568088033	1.0	0.6836313617606602	0.8954607977991746	0.7145804676753783	0.5887207702888583	0.671251719394773	0.6795048143053645	0.7737276478679505	0.7936726272352133	0.8177441540577717	0.6519944979367263	0.9099037138927097	0.9195323246217332	0.9112792297111417	0.9339752407152683	0.9154057771664375	0.9016506189821183	0.8892709766162311	0.9050894085281981	0.7111416781292985	0.9085281980742779	0.7365887207702888	0.9387895460797799	0.8493810178817056	0.9353507565337001	0.656121045392022	0.6650618982118295	0.921595598349381	0.6423658872077029	0.6685006877579092	0.750343878954608	0.8500687757909215	0.9456671251719395
ERR1458883	0.9938101788170564	0.8177441540577717	0.7008253094910591	0.7606602475928473	0.7455295735900963	0.828748280605227	0.7799174690508941	0.6643741403026134	0.703576341127923	0.8177441540577717	0.7462173314993122	0.9986244841815681	0.7056396148555708	0.6801925722145805	0.8321870701513068	0.0	0.6973865199449794	0.7517193947730398	0.812242090784044	0.8947730398899587	0.9986244841815681	0.7269601100412655	0.7640990371389271	0.7242090784044016	0.6953232462173315	0.7510316368638239	0.7393397524071527	0.7228335625859698	0.7324621733149931	0.7180192572214581	0.7145804676753783	0.8156808803301238	0.7530949105914718	0.7489683631361761	0.7840440165061898	0.6980742778541953	0.7668500687757909	0.7255845942228336	0.7902338376891335	0.8933975240715268	0.6506189821182944	0.889958734525447	0.7599724896836314	0.8376891334250344	0.7407152682255846	0.7159559834938102	0.8720770288858322	0.6375515818431912	0.750343878954608	0.81292984869326	0.797799174690509	0.6740027510316369	0.8019257221458047
ERR1458893	0.9965612104539202	0.7248968363136176	0.6932599724896836	0.7799174690508941	0.7255845942228336	0.750343878954608	0.6588720770288858	0.7462173314993122	0.515818431911967	0.687757909215956	0.6526822558459422	0.9979367262723521	0.6017881705639615	0.5832187070151307	0.7716643741403026	0.6973865199449794	0.0	0.686382393397524	0.7744154057771664	0.890646492434663	0.9986244841815681	0.6588720770288858	0.7276478679504814	0.5921595598349381	0.594222833562586	0.6657496561210454	0.6176066024759285	0.6107290233837689	0.6918844566712518	0.6471801925722146	0.5969738651994498	0.7840440165061898	0.6925722145804677	0.6568088033012379	0.7792297111416782	0.7359009628610729	0.718707015130674	0.6733149931224209	0.7737276478679505	0.8218707015130674	0.6781292984869326	0.8294360385144429	0.7414030261348006	0.8727647867950481	0.7077028885832187	0.6038514442916093	0.8184319119669876	0.6973865199449794	0.6953232462173315	0.7847317744154058	0.7338376891334251	0.7214580467675378	0.7737276478679505
ERR1458899	0.9965612104539202	0.8535075653370013	0.7331499312242091	0.7661623108665749	0.8521320495185695	0.7386519944979367	0.717331499312242	0.7524071526822559	0.6788170563961485	0.8933975240715268	0.6602475928473177	0.9979367262723521	0.7744154057771664	0.7785419532324622	0.9222833562585969	0.7517193947730398	0.686382393397524	0.0	0.8163686382393398	0.8947730398899587	0.9986244841815681	0.7971114167812929	0.7297111416781293	0.8143053645116919	0.797799174690509	0.8046767537826685	0.7922971114167813	0.7317744154057771	0.78060522696011	0.6760660247592847	0.8177441540577717	0.8239339752407153	0.6643741403026134	0.6657496561210454	0.6918844566712518	0.7764786795048143	0.7111416781292985	0.7475928473177441	0.8383768913342503	0.9807427785419532	0.7310866574965612	0.9731774415405777	0.7015130674002751	0.8555708390646493	0.7530949105914718	0.7702888583218707	0.9552957359009628	0.7132049518569463	0.8218707015130674	0.9277854195323246	0.8376891334250344	0.7331499312242091	0.7881705639614855
ERR1458906	0.9965612104539202	0.9126547455295736	0.7881705639614855	0.8342503438789546	0.9160935350756534	0.8803301237964236	0.7867950481430537	0.7544704264099037	0.7785419532324622	0.90646492434663	0.7792297111416782	0.9993122420907841	0.8294360385144429	0.8651994497936726	0.9346629986244842	0.812242090784044	0.7744154057771664	0.8163686382393398	0.0	0.9415405777166438	0.9993122420907841	0.7592847317744154	0.8191196698762035	0.8645116918844566	0.8356258596973866	0.9126547455295736	0.8686382393397524	0.8672627235213205	0.8143053645116919	0.7771664374140302	0.8081155433287482	0.8569463548830811	0.8507565337001376	0.811554332874828	0.8500687757909215	0.7097661623108665	0.8225584594222833	0.8156808803301238	0.9133425034387895	0.9669876203576341	0.7792297111416782	0.9855570839064649	0.8204951856946355	0.8933975240715268	0.5577716643741403	0.8253094910591472	0.9642365887207703	0.7895460797799174	0.9044016506189821	0.9573590096286108	0.9030261348005502	0.8108665749656121	0.6795048143053645
ERR1458915	0.9979367262723521	0.9167812929848693	0.8920220082530949	0.8686382393397524	0.8789546079779917	0.9484181568088033	0.9009628610729024	0.8679504814305364	0.8707015130674003	0.9683631361760661	0.8686382393397524	0.9993122420907841	0.8995873452544704	0.8686382393397524	0.9484181568088033	0.8947730398899587	0.890646492434663	0.8947730398899587	0.9415405777166438	0.0	1.0	0.9126547455295736	0.9236588720770289	0.8713892709766162	0.9188445667125172	0.9202200825309491	0.8782668500687758	0.8672627235213205	0.8892709766162311	0.9154057771664375	0.9429160935350757	0.8576341127922971	0.8535075653370013	0.8645116918844566	0.8988995873452544	0.9305364511691885	0.921595598349381	0.8775790921595599	0.9188445667125172	0.9903713892709766	0.8782668500687758	0.9683631361760661	0.8982118294360385	0.9346629986244842	0.9312242090784044	0.8796423658872077	0.9862448418156808	0.8872077028885832	0.8927097661623109	0.9360385144429161	0.9649243466299863	0.8885832187070152	0.9332874828060522
