	ERR1458715	ERR1458739	ERR1458746	ERR1458747	ERR1458750	ERR1458752	ERR1458765	ERR1458793	ERR1458809	ERR1458829	ERR1458831	ERR1458855	ERR1458857	ERR1458868	ERR1458871	ERR1458881	ERR1458883	ERR1458893	ERR1458899	ERR1458906	ERR1458915	ERR1458929	ERR1458931	ERR1458936	ERR1458937	ERR1458942	ERR1458974	ERR1458980	ERR1458992	ERR1458999	ERR1459008	ERR1459017	ERR1459028	ERR1459033	ERR1459034	ERR1459035	ERR1459037	ERR1459045	ERR1459063	ERR1459072	ERR1459099	ERR1459109	ERR1459110	ERR1459123	ERR1459124	ERR1459126	ERR1459131	ERR1459142	ERR1459146	ERR1459147	ERR1459152	ERR1459161	ERR1459162	ERR1459172	ERR1459203	ERR1459204	ERR2056783	ERR2056799
ERR1458715	0	0.3306379318237305	0.4729165136814117	0.5200400948524475	0.3312339782714844	0.5088908076286316	0.3630402088165283	0.5124084949493408	0.4403792917728424	0.4323677718639374	0.2852877378463745	0.4803064167499542	0.3497157096862793	0.3771269023418427	0.398692399263382	0.2230636179447174	0.4559876322746277	0.4574432373046875	0.4900286197662354	0.5909299254417419	0.4021211862564087	0.2326700538396835	0.3744753003120422	0.4636402130126953	0.4317729771137238	0.3463171422481537	0.3344345390796661	0.3399398326873779	0.4470778703689575	0.4267756640911102	0.4357203245162964	0.3553411960601807	0.2774046063423157	0.4790493547916412	0.5108076930046082	0.4765445590019226	0.502297043800354	0.4379271566867828	0.5277063846588135	0.4327742755413055	0.4781443178653717	0.4644938111305237	0.2622677385807037	0.494032084941864	0.2438648343086243	0.4753372073173523	0.4800780713558197	0.5584837794303894	0.3567035794258118	0.2412940561771393	0.4451493620872498	0.3469073176383972	0.2929215729236603	0.2904616594314575	0.2578949928283691	0.4156137108802795	0.5056644082069397	0.5233996510505676
ERR1458739	0.3306379318237305	0	0.3226861357688904	0.3373730480670929	0.1649734377861023	0.316547691822052	0.1959964781999588	0.3470102846622467	0.3035301566123962	0.2756028175354004	0.1715101450681686	0.3209784924983978	0.5815336108207703	0.1966952830553055	0.2163951247930527	0.1926193088293076	0.3080787062644958	0.2787222862243652	0.3326555192470551	0.4920752048492432	0.2846353650093079	0.4376716017723083	0.2532472312450409	0.2880703508853912	0.2554566562175751	0.2434332221746445	0.1493257582187653	0.1952121406793594	0.2624126672744751	0.2087855786085129	0.3507323563098907	0.2914658188819885	0.2174651324748993	0.3120908439159393	0.2806044518947601	0.281344085931778	0.3057155907154083	0.3194499909877777	0.3741534352302551	0.3521189093589783	0.2942483425140381	0.2964423596858978	0.2385760545730591	0.3181693255901337	0.192443311214447	0.3190034627914429	0.2909754514694214	0.4327760934829712	0.2163178771734238	0.2225840985774994	0.3342207968235016	0.2318947613239288	0.1241270527243614	0.1820380389690399	0.2447579056024551	0.2886038720607758	0.312285304069519	0.3793459534645081
ERR1458746	0.4729165136814117	0.3226861357688904	0	0.2024857699871063	0.301761120557785	0.2174228578805923	0.2777301669120789	0.2753067016601562	0.2078911364078522	0.2702288329601288	0.2730288803577423	0.1148976758122444	0.626755952835083	0.2556999623775482	0.1852784901857376	0.3523745536804199	0.2591340839862823	0.2434563785791397	0.2418921440839767	0.4063026905059814	0.4430473446846008	0.5742084980010986	0.3084913790225983	0.1543357074260712	0.2280377596616745	0.27630814909935	0.2333154827356339	0.2733299136161804	0.3005424439907074	0.2779403924942017	0.2847587168216705	0.4062649011611938	0.2694934010505676	0.2062149792909622	0.2705298364162445	0.285551130771637	0.2644229531288147	0.2352388352155685	0.3272367417812347	0.2314838171005249	0.195377379655838	0.2070601880550385	0.3968026041984558	0.1257571130990982	0.3563044369220734	0.1863974183797836	0.2183576375246048	0.333631694316864	0.2601847648620605	0.3742394745349884	0.169361025094986	0.2360430508852005	0.2854950428009033	0.3489647209644318	0.3400282263755798	0.1971352696418762	0.2242966145277023	0.2557557821273804
ERR1458747	0.5200400948524475	0.3373730480670929	0.2024857699871063	0	0.3267855644226074	0.2216381430625916	0.3140086233615875	0.2719222009181976	0.27328160405159	0.2766624391078949	0.3201668262481689	0.1918573975563049	0.673979640007019	0.2890567779541016	0.1804251670837402	0.3909439444541931	0.3103917241096497	0.2646544277667999	0.2985483705997467	0.4266438484191895	0.473403126001358	0.6204969882965088	0.3591281473636627	0.2022618502378464	0.2758603096008301	0.2880887091159821	0.2907232344150543	0.3094272017478943	0.3148508965969086	0.3059097528457642	0.3108939528465271	0.4496768712997437	0.3319303691387177	0.2251413017511368	0.2788708806037903	0.2913780212402344	0.2890529334545135	0.2866435050964355	0.3643030226230621	0.2882535755634308	0.2101833075284958	0.1653816103935242	0.4379110336303711	0.1687546372413635	0.3947358429431915	0.2152868360280991	0.181915208697319	0.3330169022083282	0.2924977838993073	0.4174160659313202	0.2283482998609543	0.2924406230449677	0.3255467414855957	0.379090428352356	0.3793413639068604	0.2879005074501038	0.1773828268051147	0.3569296598434448
ERR1458750	0.3312339782714844	0.1649734377861023	0.301761120557785	0.3267855644226074	0	0.3034393191337585	0.1401640176773071	0.2975595891475677	0.278024822473526	0.2295794934034348	0.1388007551431656	0.3023400902748108	0.5861619710922241	0.1834085732698441	0.1924319416284561	0.1970903724431992	0.2900656759738922	0.2414456456899643	0.2989805936813354	0.4650276601314545	0.2898693680763245	0.4455733895301819	0.2134068161249161	0.271498829126358	0.2483779191970825	0.1960293054580688	0.1301994919776917	0.1413059383630753	0.2382560074329376	0.2332298904657364	0.3020368218421936	0.268248587846756	0.1737689822912216	0.2951637804508209	0.2938929200172424	0.2472594529390335	0.2937062680721283	0.2812473177909851	0.3486382663249969	0.2912383079528809	0.2681311368942261	0.299607902765274	0.2334370017051697	0.2939682304859161	0.1855970621109009	0.2839755415916443	0.2861977517604828	0.405849814414978	0.1584711372852325	0.2124718576669693	0.3072012960910797	0.179325744509697	0.1336213499307632	0.1654186546802521	0.2083475142717361	0.2744377851486206	0.3051450848579407	0.3450357019901276
ERR1458752	0.5088908076286316	0.316547691822052	0.2174228578805923	0.2216381430625916	0.3034393191337585	0	0.2455246150493622	0.1663224697113037	0.2101499438285828	0.2005480229854584	0.303434431552887	0.198742538690567	0.6581510305404663	0.2191974818706512	0.1833179891109467	0.3859618008136749	0.2891540825366974	0.1546458899974823	0.1752965897321701	0.4133926033973694	0.4519875049591064	0.6146349906921387	0.32132488489151	0.1650092303752899	0.259966254234314	0.2624661922454834	0.256066232919693	0.2824160158634186	0.2285753190517426	0.2588477432727814	0.2020853012800217	0.4056887924671173	0.3111704885959625	0.1748985797166824	0.218693271279335	0.2159249633550644	0.1759604811668396	0.2057611346244812	0.3284738659858704	0.2049546837806702	0.1600247919559479	0.2844590246677399	0.4315118491649628	0.2021589428186417	0.3833929300308228	0.1470949351787567	0.2231453359127045	0.2908127903938293	0.2381642460823059	0.4143409729003906	0.1914608478546143	0.2556729316711426	0.304767370223999	0.3579202592372894	0.3195070326328278	0.2462928295135498	0.2502287030220032	0.2814050018787384
ERR1458765	0.3630402088165283	0.1959964781999588	0.2777301669120789	0.3140086233615875	0.1401640176773071	0.2455246150493622	0	0.2533666789531708	0.2335189431905746	0.1837128251791	0.1633672267198563	0.2605338990688324	0.5934895873069763	0.1455198675394058	0.1699963957071304	0.2148348093032837	0.2607676684856415	0.1962535828351974	0.2375640422105789	0.4150013625621796	0.2929210662841797	0.4735261201858521	0.1800998598337173	0.2449713796377182	0.2254480719566345	0.1812377572059631	0.1254995167255402	0.1324481219053268	0.1952252835035324	0.2045574188232422	0.2580680251121521	0.2575662732124329	0.1775647699832916	0.2601099610328674	0.2626101076602936	0.219577431678772	0.2290858328342438	0.2427101135253906	0.3088937699794769	0.257994145154953	0.2435803860425949	0.3002785444259644	0.2685264647006989	0.2712665796279907	0.2189750969409943	0.2438116073608398	0.2760646045207977	0.3626713752746582	0.1268037110567093	0.2521527409553528	0.285370945930481	0.1517810672521591	0.1527511179447174	0.1771656721830368	0.2112114131450653	0.2410385459661484	0.2809304893016815	0.2973169684410095
ERR1458793	0.5124084949493408	0.3470102846622467	0.2753067016601562	0.2719222009181976	0.2975595891475677	0.1663224697113037	0.2533666789531708	0	0.2247266173362732	0.1635564714670181	0.3203777968883514	0.2710095942020416	0.6657388806343079	0.2708973288536072	0.2334934324026108	0.3888620138168335	0.3125225007534027	0.1555047780275345	0.1767324656248093	0.4409252405166626	0.4396557509899139	0.6150094866752625	0.3399003446102142	0.2232395559549332	0.3357345461845398	0.2547387778759003	0.2797176241874695	0.2827290594577789	0.2038995921611786	0.264837384223938	0.1728914380073547	0.3960765898227692	0.3075786530971527	0.1943751573562622	0.2163114547729492	0.1874451190233231	0.1721004545688629	0.2153532058000565	0.3385388255119324	0.2061734795570374	0.2156389951705933	0.3553565144538879	0.4369831681251526	0.2669494152069092	0.385358601808548	0.180573970079422	0.2657245099544525	0.3176659941673279	0.2226468026638031	0.4155782163143158	0.2292079925537109	0.2584789395332336	0.3186137974262238	0.3450365960597992	0.3169333338737488	0.2760182321071625	0.2981623709201813	0.3159042000770569
ERR1458809	0.4403792917728424	0.3035301566123962	0.2078911364078522	0.27328160405159	0.278024822473526	0.2101499438285828	0.2335189431905746	0.2247266173362732	0	0.2072677910327911	0.2903624176979065	0.2033724188804626	0.5933898091316223	0.2290949672460556	0.2137959003448486	0.3640296459197998	0.2423995435237885	0.2193383574485779	0.2171059101819992	0.3827985525131226	0.4295201301574707	0.5502980947494507	0.300543338060379	0.1513709425926208	0.2690847516059875	0.2553600072860718	0.2272654473781586	0.2365714013576508	0.2111082971096039	0.2401545494794846	0.2322176992893219	0.3916164040565491	0.2661044597625732	0.2044170349836349	0.2123537212610245	0.2213342487812042	0.1990628838539124	0.1607427150011063	0.3077205717563629	0.2249688655138016	0.1611138433218002	0.297137439250946	0.4133796691894531	0.1985216438770294	0.3673056066036224	0.1873879581689835	0.2353532612323761	0.3438133597373962	0.2072639763355255	0.3885570168495178	0.1728271543979645	0.2335591018199921	0.2870665490627289	0.3303388655185699	0.3404871225357056	0.2021088004112244	0.2557206153869629	0.2695142328739166
ERR1458829	0.4323677718639374	0.2756028175354004	0.2702288329601288	0.2766624391078949	0.2295794934034348	0.2005480229854584	0.1837128251791	0.1635564714670181	0.2072677910327911	0	0.256176084280014	0.2689885795116425	0.5917826890945435	0.2046217918395996	0.1853267699480057	0.3094325065612793	0.2652766406536102	0.1387335509061813	0.1904122084379196	0.4028934240341187	0.3822853267192841	0.54136723279953	0.2511357665061951	0.2045768350362778	0.2739600241184235	0.1919180452823639	0.2259148508310318	0.2159270942211151	0.1422149538993835	0.1917735785245895	0.1627454906702042	0.332363098859787	0.2342211753129959	0.1792721748352051	0.2327048629522324	0.1559068411588669	0.1832243949174881	0.184288427233696	0.3064304888248444	0.1948305070400238	0.2013981491327286	0.3261501491069794	0.3594450950622559	0.2637499272823334	0.3114125728607178	0.1872250586748123	0.2390800267457962	0.3106696307659149	0.1431601494550705	0.3283255696296692	0.2329346388578415	0.2041216641664505	0.2534984350204468	0.2723595798015594	0.2729301452636719	0.2422971874475479	0.2840053737163544	0.2942300736904144
