	ERR1458739	ERR1458746	ERR1458747	ERR1458750	ERR1458752	ERR1458765	ERR1458793	ERR1458809	ERR1458829	ERR1458831	ERR1458855	ERR1458857	ERR1458868	ERR1458871	ERR1458881	ERR1458883	ERR1458893	ERR1458899	ERR1458906	ERR1458915	ERR1458929	ERR1458931	ERR1458936	ERR1458937	ERR1458942	ERR1458980	ERR1458992	ERR1458999	ERR1459008	ERR1459017	ERR1459028	ERR1459033	ERR1459034	ERR1459037	ERR1459045	ERR1459063	ERR1459072	ERR1459099	ERR1459109	ERR1459123	ERR1459124	ERR1459126	ERR1459131	ERR1459142	ERR1459146	ERR1459147	ERR1459152	ERR1459161	ERR1459162	ERR1459172	ERR1459203	ERR1459204	ERR2056783	ERR2056799
ERR1458855	0.3104904592037201	0.1187825351953506	0.1898354440927505	0.2971997857093811	0.2172291874885559	0.2705289125442505	0.2735769748687744	0.1972893476486206	0.2731558382511139	0.285534143447876	0	0.637256920337677	0.2360920906066895	0.1954177618026733	0.3648547232151031	0.2621321678161621	0.271471232175827	0.2341760396957397	0.3888881802558899	0.4402012825012207	0.5911149978637695	0.3082873523235321	0.1713027805089951	0.2309954464435577	0.271005392074585	0.2692553699016571	0.2896465659141541	0.2662676870822906	0.2873196005821228	0.4062981605529785	0.2925902605056763	0.2062356919050217	0.2538805902004242	0.2550942897796631	0.2326604276895523	0.3099423944950104	0.248728483915329	0.2097253501415253	0.1942181587219238	0.1284499913454056	0.371696263551712	0.2008405923843384	0.1927732229232788	0.3564034998416901	0.2670589089393616	0.3890002071857452	0.2246069461107254	0.2495585680007935	0.2856999337673187	0.3499145805835724	0.351334810256958	0.2086955606937408	0.1901543140411377	0.27631676197052
ERR1458857	0.5885941982269287	0.6251673698425293	0.6774323582649231	0.5883055329322815	0.6546286940574646	0.6022093892097473	0.6704376935958862	0.5930531620979309	0.6002389788627625	0.5703871250152588	0.637256920337677	0	0.6023658514022827	0.6034851670265198	0.5344569683074951	0.5427236557006836	0.6174930334091187	0.6389378905296326	0.7015518546104431	0.6739346385002136	0.3727200627326965	0.5471106171607971	0.6098454594612122	0.5857231020927429	0.5639045834541321	0.5830605626106262	0.613801121711731	0.5885221362113953	0.5820683240890503	0.6301411390304565	0.5493270754814148	0.6397084593772888	0.6650324463844299	0.6442210078239441	0.5906124114990234	0.6369172930717468	0.5812769532203674	0.6326264142990112	0.6198314428329468	0.638546884059906	0.5338913798332214	0.6230811476707458	0.6283590197563171	0.6708539724349976	0.5783532857894897	0.5380032658576965	0.5926464796066284	0.5719974040985107	0.5747352838516235	0.5710156559944153	0.5751396417617798	0.5344165563583374	0.6615152955055237	0.6449570059776306
ERR1458868	0.190492644906044	0.2409972846508026	0.2837179005146027	0.1913517117500305	0.225148931145668	0.1599906384944916	0.286765456199646	0.2360599189996719	0.2167213559150696	0.1964106261730194	0.2360920906066895	0.6023658514022827	0	0.1624613404273987	0.2684188485145569	0.2686764001846313	0.2401226311922073	0.2831662595272064	0.4281216561794281	0.3356193900108337	0.5061045289039612	0.2162164300680161	0.2142842262983322	0.1676246374845505	0.2164305746555328	0.1819916367530823	0.2301399409770966	0.1798658221960068	0.2934816777706146	0.3025529384613037	0.2417149245738983	0.2492895275354385	0.2511414289474487	0.2512217462062836	0.2691007852554321	0.3274186551570892	0.2950800061225891	0.2312959283590317	0.2604898810386658	0.2624096274375916	0.2792693078517914	0.2550069689750671	0.2438687831163406	0.3968120217323303	0.1715261191129684	0.2910229563713074	0.3019503355026245	0.2012442499399185	0.1852230876684189	0.2199611514806747	0.260748565196991	0.2279902249574661	0.2231132686138153	0.3129678964614868
ERR1458871	0.2197255641222	0.1709929555654526	0.1715071797370911	0.1967455297708511	0.2034743875265121	0.1769555509090424	0.2400079667568207	0.2204731106758118	0.193312332034111	0.188130110502243	0.1954177618026733	0.6034851670265198	0.1624613404273987	0	0.2736632227897644	0.2455494701862335	0.184487521648407	0.26612189412117	0.4084678888320923	0.3556088805198669	0.5118457078933716	0.2368331253528595	0.1656943261623383	0.1779667437076569	0.1695622056722641	0.1878936737775803	0.230046346783638	0.2201110422611237	0.2527629137039185	0.3342279195785522	0.2003957778215408	0.1846577525138855	0.2488914281129837	0.2627751231193542	0.2438047975301743	0.3408076465129852	0.2375164180994034	0.1671216487884521	0.2145152240991592	0.2007962018251419	0.2705090343952179	0.1696241199970245	0.1960252970457077	0.3150444328784943	0.1707895249128342	0.2963015139102936	0.2092470228672028	0.1701977998018265	0.1879493892192841	0.249966099858284	0.2624635100364685	0.2183352261781693	0.2226356714963913	0.311988890171051
ERR1458881	0.1970394998788834	0.3581072688102722	0.3976421058177948	0.2004605978727341	0.3899011015892029	0.2289858311414719	0.3973627984523773	0.3648768365383148	0.3109102249145508	0.1397717744112015	0.3648547232151031	0.5344569683074951	0.2684188485145569	0.2736632227897644	0	0.3525029718875885	0.3413554430007935	0.3698455393314362	0.4957490563392639	0.2668777406215668	0.3694261312484741	0.2471041232347488	0.3560407757759094	0.3111050724983215	0.2419710010290146	0.2033036947250366	0.3214596211910248	0.307263195514679	0.3424948751926422	0.2206059694290161	0.1748636364936829	0.3693094849586487	0.3896113634109497	0.3812956809997559	0.3522539138793945	0.4155967831611633	0.3208304345607758	0.373268187046051	0.3431027233600616	0.3859136402606964	0.09240704774856567	0.3555780947208405	0.3566555976867676	0.4495302140712738	0.2384230047464371	0.08937837183475494	0.3794101774692535	0.233801007270813	0.1537909954786301	0.1531068682670593	0.1556361466646194	0.3377425670623779	0.3820164799690247	0.4220868945121765
ERR1458883	0.313368022441864	0.2646250128746033	0.3129561245441437	0.2903979122638702	0.3049002885818481	0.2689169943332672	0.3259868621826172	0.2484051585197449	0.2743451595306396	0.2914518117904663	0.2621321678161621	0.5427236557006836	0.2686764001846313	0.2455494701862335	0.3525029718875885	0	0.2700876295566559	0.2680204212665558	0.3284620046615601	0.4298116564750671	0.5693897008895874	0.2026270776987076	0.2512456178665161	0.2190782427787781	0.260591447353363	0.2744461596012115	0.2878163456916809	0.2315121740102768	0.2928892970085144	0.4096037149429321	0.2886624336242676	0.2935609817504883	0.2821425795555115	0.2732810974121094	0.2776879966259003	0.2420160323381424	0.294219046831131	0.2704512774944305	0.2964533269405365	0.2740927040576935	0.3717251718044281	0.2766789495944977	0.2761183977127075	0.2786787748336792	0.2711572349071503	0.3830548226833344	0.2817545831203461	0.2529553472995758	0.2925612926483154	0.3151915967464447	0.345810741186142	0.1975847482681274	0.2809832394123077	0.2441658824682236
ERR1458893	0.2965621650218964	0.253482460975647	0.2691864967346191	0.2462133914232254	0.1649935096502304	0.2053556591272354	0.152840793132782	0.2360043823719025	0.1466931253671646	0.2545240223407745	0.271471232175827	0.6174930334091187	0.2401226311922073	0.184487521648407	0.3413554430007935	0.2700876295566559	0	0.1863273084163666	0.4073572754859924	0.3991968333721161	0.5757502317428589	0.2689546942710876	0.2053527384996414	0.2716646790504456	0.2069757729768753	0.2396116256713867	0.193703293800354	0.2317199259996414	0.1847114861011505	0.3540073931217194	0.2502321898937225	0.2179467380046844	0.2232954502105713	0.1887430548667908	0.2184736281633377	0.3168728351593018	0.2022712379693985	0.1977229863405228	0.3157263100147247	0.273377001285553	0.3362507820129395	0.1826905012130737	0.2705515325069427	0.280968964099884	0.1816126704216003	0.3651470243930817	0.2160873711109161	0.2075803428888321	0.2670800089836121	0.3043458461761475	0.2711408734321594	0.2337828576564789	0.2966481447219849	0.2892217338085175
ERR1458899	0.3295864164829254	0.2432788759469986	0.3071747720241547	0.2901442646980286	0.1937560886144638	0.2439189106225967	0.1866328418254852	0.2156510651111603	0.204268753528595	0.3045570552349091	0.2341760396957397	0.6389378905296326	0.2831662595272064	0.26612189412117	0.3698455393314362	0.2680204212665558	0.1863273084163666	0	0.4134885966777802	0.4314355850219727	0.5979781150817871	0.3089426159858704	0.2139109075069427	0.3240300714969635	0.2690796554088593	0.2706842720508575	0.2263094782829285	0.2551946341991425	0.22738416492939	0.3870546817779541	0.2958065271377563	0.2278459370136261	0.2024606168270111	0.1617124229669571	0.192440539598465	0.3006232678890228	0.2074843943119049	0.2316849082708359	0.3190228939056396	0.2553773522377014	0.3735131621360779	0.1894795149564743	0.2795131504535675	0.3369143307209015	0.2169721126556396	0.3946078419685364	0.248528778553009	0.2512296140193939	0.3087270855903625	0.3287079036235809	0.2970235347747803	0.2403663545846939	0.2474125176668167	0.2747668623924255
ERR1458906	0.4898621439933777	0.3922493159770966	0.4242636263370514	0.4597089290618896	0.4083361923694611	0.4108075797557831	0.4405232965946198	0.3820585012435913	0.4038847982883453	0.4637818336486816	0.3888881802558899	0.7015518546104431	0.4281216561794281	0.4084678888320923	0.4957490563392639	0.3284620046615601	0.4073572754859924	0.4134885966777802	0	0.5854204893112183	0.7020208835601807	0.3300882875919342	0.3820413053035736	0.3763040602207184	0.4177030324935913	0.4438350796699524	0.4255900382995605	0.4117996990680695	0.4206481575965881	0.519910454750061	0.4063399732112885	0.4218071401119232	0.4241816997528076	0.3906213641166687	0.4089904129505157	0.2079794853925705	0.3955395817756653	0.4073644876480103	0.4447506070137024	0.4033330380916595	0.4926398396492004	0.3864493370056152	0.4032576680183411	0.2223929166793823	0.4018946290016174	0.5065606832504272	0.4217063188552856	0.4125468730926514	0.4743201732635498	0.4886588156223297	0.4723672866821289	0.3691905438899994	0.4286905229091644	0.2483688294887543
ERR1458915	0.2792932689189911	0.4346217215061188	0.4671986997127533	0.2829996943473816	0.4462528228759766	0.2930927872657776	0.4421404302120209	0.4208745956420898	0.3776966631412506	0.2443493455648422	0.4402012825012207	0.6739346385002136	0.3356193900108337	0.3556088805198669	0.2668777406215668	0.4298116564750671	0.3991968333721161	0.4314355850219727	0.5854204893112183	0	0.502044141292572	0.3536579608917236	0.4235823750495911	0.3847515881061554	0.3525126278400421	0.2789942920207977	0.3874989748001099	0.3605474233627319	0.4469137787818909	0.2435759902000427	0.3232311010360718	0.4307020008563995	0.4382061958312988	0.4385030567646027	0.4310981035232544	0.4764395356178284	0.4298240542411804	0.4317347705364227	0.4267145991325378	0.4531688690185547	0.2718000411987305	0.4191366136074066	0.4293384850025177	0.5334794521331787	0.3299410939216614	0.3008441030979156	0.4617196619510651	0.3359143435955048	0.2246243059635162	0.2314215749502182	0.3148465156555176	0.4055956602096558	0.4259085357189178	0.4821773767471313
ERR1458929	0.4453896582126617	0.5748709440231323	0.6251783967018127	0.4467511475086212	0.6146332025527954	0.4829259514808655	0.6207216382026672	0.5486937761306763	0.5450286865234375	0.4136659502983093	0.5911149978637695	0.3727200627326965	0.5061045289039612	0.5118457078933716	0.3694261312484741	0.5693897008895874	0.5757502317428589	0.5979781150817871	0.7020208835601807	0.502044141292572	0	0.4863476157188416	0.5664053559303284	0.5391983985900879	0.4586259722709656	0.4496675431728363	0.5487263798713684	0.5455766916275024	0.5546831488609314	0.3898026347160339	0.3977070748806	0.6007773280143738	0.6178800463676453	0.6083550453186035	0.5511201024055481	0.6351081728935242	0.535564661026001	0.5875812768936157	0.5696861147880554	0.6110328435897827	0.3722227513790131	0.5729166269302368	0.5768227577209473	0.6701138019561768	0.4757817089557648	0.3613386154174805	0.5452274084091187	0.4814928472042084	0.4094239175319672	0.4165112376213074	0.4101476967334747	0.5177933573722839	0.6109192967414856	0.6431267857551575
ERR1458931	0.246379017829895	0.3107446432113647	0.3645441234111786	0.2051781564950943	0.3222275078296661	0.1874190866947174	0.3459804654121399	0.3010560274124146	0.2528813481330872	0.2095784395933151	0.3082873523235321	0.5471106171607971	0.2162164300680161	0.2368331253528595	0.2471041232347488	0.2026270776987076	0.2689546942710876	0.3089426159858704	0.3300882875919342	0.3536579608917236	0.4863476157188416	0	0.2974869906902313	0.2082959711551666	0.2327917814254761	0.1950465440750122	0.2664998471736908	0.2388418316841125	0.2929545640945435	0.3040581345558167	0.2011462599039078	0.3108806610107422	0.3326441049575806	0.3051198720932007	0.3037940859794617	0.2516675293445587	0.2877615392208099	0.3177121877670288	0.325975090265274	0.3322007954120636	0.2483165860176086	0.2960546910762787	0.3300785422325134	0.2870054543018341	0.2036856114864349	0.2673929035663605	0.3376258313655853	0.2106077969074249	0.2162924408912659	0.2356459349393845	0.2548785507678986	0.2507191598415375	0.3343892693519592	0.2499441355466843
ERR1458936	0.2817461490631104	0.1531978994607925	0.2158432006835938	0.2661644816398621	0.1854514330625534	0.2409491837024689	0.2240075469017029	0.1519402116537094	0.2100167721509933	0.2727390229701996	0.1713027805089951	0.6098454594612122	0.2142842262983322	0.1656943261623383	0.3560407757759094	0.2512456178665161	0.2053527384996414	0.2139109075069427	0.3820413053035736	0.4235823750495911	0.5664053559303284	0.2974869906902313	0	0.2273311465978622	0.228315532207489	0.2459960132837296	0.2391761243343353	0.248903214931488	0.2306435406208038	0.3846105635166168	0.2534627914428711	0.1578212827444077	0.2169249057769775	0.199922189116478	0.1639165133237839	0.3028296828269958	0.201781690120697	0.14061139523983	0.2375198751688004	0.1718598306179047	0.3608883321285248	0.1468277126550674	0.1705408096313477	0.3196303248405457	0.2036861777305603	0.3753471374511719	0.1782575249671936	0.2123445719480515	0.2619649171829224	0.3363923132419586	0.3255885541439056	0.1956626623868942	0.2264252007007599	0.2614994049072266
ERR1458937	0.2492220550775528	0.2310294210910797	0.2734065651893616	0.2546659708023071	0.2749522030353546	0.2314762026071548	0.342556357383728	0.2701410353183746	0.2767628133296967	0.2285589426755905	0.2309954464435577	0.5857231020927429	0.1676246374845505	0.1779667437076569	0.3111050724983215	0.2190782427787781	0.2716646790504456	0.3240300714969635	0.3763040602207184	0.3847515881061554	0.5391983985900879	0.2082959711551666	0.2273311465978622	0	0.2731773853302002	0.2484856843948364	0.2985690236091614	0.2115731537342072	0.345530241727829	0.3688605725765228	0.277104377746582	0.2723535895347595	0.2913998365402222	0.2931730449199677	0.3097559809684753	0.2817049324512482	0.3232350647449493	0.2606126964092255	0.2243183255195618	0.2471738457679749	0.311247855424881	0.2770067453384399	0.2616430521011353	0.3494404852390289	0.2486802935600281	0.3276317715644836	0.3002170920372009	0.2372620850801468	0.2168319374322891	0.2778704464435577	0.3314162790775299	0.2097518742084503	0.2565121352672577	0.294990748167038
ERR1458942	0.2559061646461487	0.262532502412796	0.2915672063827515	0.1984819918870926	0.2584453821182251	0.1846517622470856	0.2512266933917999	0.2418214082717896	0.1803667545318604	0.2032967358827591	0.271005392074585	0.5639045834541321	0.2164305746555328	0.1695622056722641	0.2419710010290146	0.260591447353363	0.2069757729768753	0.2690796554088593	0.4177030324935913	0.3525126278400421	0.4586259722709656	0.2327917814254761	0.228315532207489	0.2731773853302002	0	0.1794367879629135	0.22135891020298	0.2525306344032288	0.211121991276741	0.2902632653713226	0.1576690673828125	0.2671849131584167	0.2903881371021271	0.2655924260616302	0.2376189231872559	0.3606708943843842	0.2139344811439514	0.2495177090167999	0.3140622675418854	0.2919860780239105	0.2701730728149414	0.231280192732811	0.2631711363792419	0.3575899004936218	0.1471190452575684	0.2659996151924133	0.2146784365177155	0.1669648587703705	0.2105444371700287	0.2368783354759216	0.2278119474649429	0.2557467222213745	0.3229993283748627	0.3416911363601685
ERR1458980	0.1884392499923706	0.2704671621322632	0.3146840631961823	0.1311838179826736	0.2801943719387054	0.1330572515726089	0.2877762615680695	0.2431091517210007	0.2165083140134811	0.1319206058979034	0.2692553699016571	0.5830605626106262	0.1819916367530823	0.1878936737775803	0.2033036947250366	0.2744461596012115	0.2396116256713867	0.2706842720508575	0.4438350796699524	0.2789942920207977	0.4496675431728363	0.1950465440750122	0.2459960132837296	0.2484856843948364	0.1794367879629135	0	0.2399525046348572	0.2351711243391037	0.2718555629253387	0.243081733584404	0.1624799519777298	0.2595288157463074	0.2832919955253601	0.2857967019081116	0.232038676738739	0.3500589430332184	0.2696502804756165	0.2661932408809662	0.2858706414699554	0.2917710244655609	0.2130902260541916	0.2462326884269714	0.2715276479721069	0.3898326456546783	0.1594959795475006	0.2313887625932693	0.2930812239646912	0.1649989932775497	0.1342065632343292	0.1803390234708786	0.2023173272609711	0.2453579753637314	0.2839029431343079	0.3363844156265259
