	ERR1458715	ERR1458739	ERR1458746	ERR1458747	ERR1458750	ERR1458752	ERR1458765	ERR1458793	ERR1458809	ERR1458829	ERR1458831	ERR1458855	ERR1458857	ERR1458868	ERR1458871	ERR1458881	ERR1458883	ERR1458893	ERR1458899	ERR1458906	ERR1458915	ERR1458929	ERR1458931	ERR1458936	ERR1458937	ERR1458942	ERR1458980	ERR1458999	ERR1459017	ERR1459028	ERR1459033	ERR1459034	ERR1459035	ERR1459037	ERR1459045	ERR1459063	ERR1459072	ERR1459099	ERR1459109	ERR1459123	ERR1459124	ERR1459126	ERR1459131	ERR1459142	ERR1459146	ERR1459147	ERR1459152	ERR1459161	ERR1459162	ERR1459172	ERR1459204	ERR2056783
ERR1458715	0.0	0.9974408189379399	0.9923224568138196	0.9987204094689699	0.9724888035828535	0.9955214331413947	0.9571337172104927	0.9980806142034548	0.9980806142034548	0.9987204094689699	0.9987204094689699	0.9936020473448497	0.6801023672424824	0.9910428662827895	0.9987204094689699	0.5886116442738324	0.9936020473448497	0.9987204094689699	0.9980806142034548	0.9987204094689699	0.9987204094689699	0.8029430582213691	0.9987204094689699	0.9987204094689699	0.9987204094689699	0.9840051183621241	0.9987204094689699	0.9795265515035189	0.9968010236724248	0.9884836852207294	0.9987204094689699	0.9980806142034548	0.9974408189379399	0.9974408189379399	0.9948816378758797	0.982085732565579	0.9974408189379399	0.9974408189379399	0.9980806142034548	1.0	0.9987204094689699	0.9987204094689699	1.0	0.9955214331413947	0.9987204094689699	0.964171465131158	0.9974408189379399	0.9974408189379399	0.9916826615483045	0.9910428662827895	0.9014715291106846	0.9974408189379399
ERR1458739	0.9974408189379399	0.0	0.9123480486244402	0.8714011516314779	0.4638515674984005	0.90850927703135	0.5962891874600128	0.8809980806142035	0.9001919385796545	0.7095329494561741	0.5099168266154831	0.8765195137555982	0.9936020473448497	0.690978886756238	0.6321177223288548	0.6557901471529111	0.8061420345489443	0.7376839411388356	0.8650031989763276	0.9136276391554703	0.9309021113243762	0.9974408189379399	0.6129238643634037	0.8496481126039668	0.6967370441458733	0.653870761356366	0.5911708253358925	0.7543186180422264	0.891874600127959	0.472168905950096	0.8573256557901472	0.8131797824696098	0.8093410108765196	0.8387715930902111	0.9334612923864364	0.8848368522072937	0.8675623800383877	0.8656429942418427	0.872040946896993	0.8835572616762636	0.5284708893154191	0.9232245681381958	0.9206653870761357	0.8969929622520794	0.5854126679462572	0.5303902751119641	0.8969929622520794	0.8042226487523992	0.4849648112603967	0.6884197056941779	0.8873960332693538	0.8957133717210493
ERR1458746	0.9923224568138196	0.9123480486244402	0.0	0.7050543825975688	0.854766474728087	0.8342930262316058	0.8061420345489443	0.7677543186180422	0.655150351887396	0.7607165706973769	0.8701215611004478	0.5758157389635317	0.9942418426103646	0.7651951375559821	0.6833013435700576	0.9251439539347409	0.7172104926423545	0.6980166346769033	0.7389635316698656	0.7715930902111324	0.9008317338451696	0.9948816378758797	0.7863083813179782	0.7543186180422264	0.6813819577735125	0.7248880358285349	0.8291746641074856	0.8291746641074856	0.8867562380038387	0.7140115163147792	0.854766474728087	0.782469609724888	0.8406909788867563	0.783109404990403	0.7421625079974408	0.800383877159309	0.6992962252079334	0.7959053103007038	0.7536788227767115	0.4779270633397313	0.9507357645553423	0.6928982725527831	0.8682021753039028	0.7396033269353807	0.7863083813179782	0.9373000639795266	0.5265515035188739	0.7197696737044146	0.7939859245041587	0.8867562380038387	0.6142034548944337	0.7223288547664747
ERR1458747	0.9987204094689699	0.8714011516314779	0.7050543825975688	0.0	0.81829814459373	0.8055022392834293	0.7920665387076136	0.781829814459373	0.745361484325016	0.7690339091490723	0.9021113243761996	0.6206014075495841	1.0	0.7799104286628279	0.5975687779910429	0.9168266154830454	0.7492002559181062	0.7914267434420985	0.7722328854766475	0.8208573256557902	0.8867562380038387	1.0	0.8119001919385797	0.7293666026871402	0.7159309021113244	0.7709532949456174	0.8067818298144593	0.8087012156110045	0.9174664107485605	0.8195777351247601	0.8227767114523352	0.7485604606525912	0.7799104286628279	0.7895073576455535	0.761996161228407	0.8464491362763915	0.8016634676903391	0.7364043506078055	0.6737044145873321	0.6941778630838131	0.9622520793346129	0.6372360844529751	0.7952655150351887	0.727447216890595	0.8087012156110045	0.9577735124760077	0.6673064619321817	0.6960972488803583	0.7843889955214332	0.9136276391554703	0.72552783109405	0.6506717850287908
ERR1458750	0.9724888035828535	0.4638515674984005	0.854766474728087	0.81829814459373	0.0	0.9033909149072297	0.5182341650671785	0.8650031989763276	0.8150991682661548	0.7108125399872041	0.5054382597568778	0.8560460652591171	0.9987204094689699	0.6500319897632757	0.5892514395393474	0.6564299424184261	0.7396033269353807	0.7261676263595649	0.8483685220729367	0.9117082533589251	0.8848368522072937	1.0	0.580934101087652	0.8790786948176583	0.6769033909149073	0.6417146513115803	0.5758157389635317	0.7421625079974408	0.8989123480486244	0.4350607805502239	0.8170185540627	0.7754318618042226	0.8099808061420346	0.8573256557901472	0.8771593090211133	0.8957133717210493	0.8374920025591811	0.8138195777351248	0.818937939859245	0.8304542546385156	0.5150351887396033	0.835572616762636	0.8496481126039668	0.8746001279590531	0.5188739603326935	0.49392194497760716	0.8202175303902751	0.7920665387076136	0.45489443378119004	0.6436340371081254	0.7959053103007038	0.8573256557901472
ERR1458752	0.9955214331413947	0.90850927703135	0.8342930262316058	0.8055022392834293	0.9033909149072297	0.0	0.817658349328215	0.708893154190659	0.8662827895073576	0.781829814459373	0.7888675623800384	0.7133717210492643	0.9968010236724248	0.8246960972488804	0.8490083173384517	0.9315419065898912	0.8112603966730646	0.7703134996801023	0.7344849648112604	0.8566858605246321	0.9609724888035829	0.9968010236724248	0.8733205374280231	0.6461932181701855	0.7767114523352527	0.8445297504798465	0.8330134357005758	0.8413307741522713	0.8765195137555982	0.8848368522072937	0.7402431222008957	0.7626359564939219	0.7754318618042226	0.7492002559181062	0.8413307741522713	0.7671145233525272	0.8349328214971209	0.7325655790147153	0.7523992322456814	0.7651951375559821	0.9916826615483045	0.781829814459373	0.8650031989763276	0.7722328854766475	0.8426103646833013	0.9622520793346129	0.7549584133077415	0.7703134996801023	0.9097888675623801	0.9692898272552783	0.7952655150351887	0.744721689059501
ERR1458765	0.9571337172104927	0.5962891874600128	0.8061420345489443	0.7920665387076136	0.5182341650671785	0.817658349328215	0.0	0.782469609724888	0.7786308381317978	0.5892514395393474	0.6295585412667947	0.7741522712731925	1.0	0.5335892514395394	0.4798464491362764	0.6122840690978887	0.6922584772872681	0.635956493921945	0.7530390275111964	0.8458093410108766	0.8835572616762636	1.0	0.5252719129878439	0.7664747280870121	0.5873320537428023	0.6020473448496481	0.5323096609085093	0.6845809341010877	0.8406909788867563	0.5764555342290467	0.7786308381317978	0.727447216890595	0.708253358925144	0.7498400511836213	0.8387715930902111	0.8087012156110045	0.8029430582213691	0.7095329494561741	0.8055022392834293	0.7799104286628279	0.6820217530390275	0.7747920665387076	0.8522072936660269	0.8035828534868842	0.4836852207293666	0.6481126039667306	0.7933461292386437	0.7197696737044146	0.5329494561740243	0.5975687779910429	0.7120921305182342	0.7933461292386437
ERR1458793	0.9980806142034548	0.8809980806142035	0.7677543186180422	0.781829814459373	0.8650031989763276	0.708893154190659	0.782469609724888	0.0	0.7344849648112604	0.6807421625079975	0.8579654510556622	0.7140115163147792	0.9980806142034548	0.7325655790147153	0.7408829174664108	0.9219449776071658	0.7792706333973128	0.6519513755598209	0.7197696737044146	0.7799104286628279	0.8995521433141395	0.999360204734485	0.8419705694177864	0.6928982725527831	0.8029430582213691	0.8055022392834293	0.7856685860524633	0.7927063339731286	0.8413307741522713	0.7645553422904671	0.7587971849008317	0.6948176583493282	0.6788227767114523	0.710172744721689	0.8528470889315419	0.7344849648112604	0.7645553422904671	0.7223288547664747	0.8937939859245042	0.7024952015355086	0.9654510556621881	0.7863083813179782	0.8323736404350608	0.761996161228407	0.7664747280870121	0.9584133077415227	0.6986564299424184	0.7863083813179782	0.8790786948176583	0.9328214971209213	0.7229686500319897	0.7364043506078055
ERR1458809	0.9980806142034548	0.9001919385796545	0.655150351887396	0.745361484325016	0.8150991682661548	0.8662827895073576	0.7786308381317978	0.7344849648112604	0.0	0.7268074216250799	0.8873960332693538	0.7024952015355086	0.9974408189379399	0.7626359564939219	0.72552783109405	0.9232245681381958	0.654510556621881	0.7511196417146513	0.763915547024952	0.7543186180422264	0.8848368522072937	0.999360204734485	0.8202175303902751	0.7709532949456174	0.7504798464491362	0.7658349328214972	0.7338451695457454	0.8016634676903391	0.8330134357005758	0.7543186180422264	0.8240563019833653	0.7248880358285349	0.8080614203454894	0.7383237364043506	0.6685860524632118	0.7901471529110684	0.7581573896353166	0.7325655790147153	0.8048624440179143	0.6154830454254638	0.9392194497760716	0.6813819577735125	0.8387715930902111	0.7703134996801023	0.7127319257837492	0.9475367882277671	0.6378758797184901	0.7376839411388356	0.783109404990403	0.8701215611004478	0.6762635956493922	0.7306461932181701
ERR1458829	0.9987204094689699	0.7095329494561741	0.7607165706973769	0.7690339091490723	0.7108125399872041	0.781829814459373	0.5892514395393474	0.6807421625079975	0.7268074216250799	0.0	0.7133717210492643	0.6986564299424184	0.9987204094689699	0.5566218809980806	0.5866922584772872	0.7664747280870121	0.7031349968010236	0.5060780550223928	0.6820217530390275	0.7722328854766475	0.8841970569417786	1.0	0.635956493921945	0.7114523352527191	0.6212412028150992	0.6084452975047985	0.5918106206014075	0.6967370441458733	0.7869481765834933	0.6372360844529751	0.7498400511836213	0.6935380678182982	0.6391554702495201	0.6877799104286628	0.7850287907869482	0.7799104286628279	0.7658349328214972	0.7312859884836852	0.799744081893794	0.7306461932181701	0.7984644913627639	0.7357645553422905	0.8586052463211772	0.7607165706973769	0.6058861164427384	0.7773512476007678	0.7389635316698656	0.7300063979526551	0.6711452335252719	0.7415227127319258	0.7492002559181062	0.7332053742802304
