	ERR1458715	ERR1458739	ERR1458746	ERR1458747	ERR1458752	ERR1458765	ERR1458793	ERR1458809	ERR1458829	ERR1458831	ERR1458855	ERR1458857	ERR1458868	ERR1458871	ERR1458881	ERR1458883	ERR1458893	ERR1458899	ERR1458906	ERR1458929	ERR1458931	ERR1458936	ERR1458937	ERR1458942	ERR1458974	ERR1458980	ERR1458999	ERR1459008	ERR1459017	ERR1459028	ERR1459033	ERR1459034	ERR1459035	ERR1459037	ERR1459045	ERR1459063	ERR1459072	ERR1459099	ERR1459109	ERR1459110	ERR1459123	ERR1459124	ERR1459126	ERR1459131	ERR1459142	ERR1459146	ERR1459147	ERR1459152	ERR1459161	ERR1459162	ERR1459172	ERR1459203	ERR1459204	ERR2056783	ERR2056799
ERR1458715	0.0	0.9986244841815681	0.9951856946354883	0.9972489683631361	0.9965612104539202	0.9628610729023384	0.9986244841815681	1.0	1.0	1.0	0.9944979367262724	0.6740027510316369	0.9883081155433288	1.0	0.5722145804676754	0.9924346629986245	0.9986244841815681	0.9986244841815681	1.0	0.8060522696011004	0.9979367262723521	0.9993122420907841	1.0	0.9869325997248969	0.9944979367262724	1.0	0.984181568088033	1.0	0.9965612104539202	0.9855570839064649	1.0	0.9986244841815681	0.9993122420907841	1.0	0.9972489683631361	0.9807427785419532	0.9979367262723521	0.9986244841815681	0.9979367262723521	1.0	1.0	1.0	1.0	1.0	0.9972489683631361	1.0	0.9656121045392022	0.9986244841815681	0.9986244841815681	0.9910591471801926	0.9951856946354883	0.9133425034387895	0.9009628610729024	0.9993122420907841	1.0
ERR1458739	0.9986244841815681	0.0	0.8947730398899587	0.8583218707015131	0.9002751031636864	0.5825309491059147	0.8858321870701513	0.8927097661623109	0.7125171939477304	0.48074277854195324	0.8610729023383769	0.9965612104539202	0.6657496561210454	0.6327372764786795	0.657496561210454	0.8156808803301238	0.7262723521320495	0.8493810178817056	0.9147180192572214	0.9986244841815681	0.5756533700137552	0.8418156808803301	0.6932599724896836	0.6856946354883081	0.5261348005502063	0.5749656121045392	0.7352132049518569	0.8480055020632737	0.9002751031636864	0.45392022008253097	0.8583218707015131	0.7943603851444292	0.812242090784044	0.8397524071526823	0.9105914718019257	0.8720770288858322	0.875515818431912	0.8452544704264099	0.8617606602475929	0.5247592847317745	0.8768913342503438	0.5096286107290234	0.922971114167813	0.9257221458046767	0.8995873452544704	0.579092159559835	0.5068775790921596	0.8920220082530949	0.8177441540577717	0.48762035763411277	0.6850068775790922	0.8383768913342503	0.8872077028885832	0.8892709766162311	0.9195323246217332
ERR1458746	0.9951856946354883	0.8947730398899587	0.0	0.7262723521320495	0.8500687757909215	0.7599724896836314	0.7716643741403026	0.6451169188445667	0.7730398899587345	0.8707015130674003	0.5832187070151307	0.9951856946354883	0.7482806052269602	0.6691884456671252	0.9222833562585969	0.7152682255845942	0.7070151306740028	0.7111416781292985	0.7751031636863824	0.9951856946354883	0.7943603851444292	0.7689133425034388	0.6774415405777167	0.7365887207702888	0.8342503438789546	0.8204951856946355	0.8246217331499313	0.7696011004126547	0.8775790921595599	0.7221458046767538	0.844566712517194	0.7764786795048143	0.8452544704264099	0.7854195323246217	0.7338376891334251	0.7716643741403026	0.6925722145804677	0.7847317744154058	0.7558459422283357	0.9704264099037139	0.47248968363136173	0.953232462173315	0.703576341127923	0.8658872077028886	0.7207702888583218	0.7847317744154058	0.9422283356258597	0.5068775790921596	0.6891334250343879	0.7874828060522696	0.8940852819807428	0.8672627235213205	0.6127922971114168	0.7359009628610729	0.7118294360385145
ERR1458747	0.9972489683631361	0.8583218707015131	0.7262723521320495	0.0	0.8094910591471802	0.78060522696011	0.8005502063273727	0.7482806052269602	0.8101788170563962	0.9133425034387895	0.6513067400275103	0.9972489683631361	0.7991746905089409	0.6011004126547456	0.9188445667125172	0.7751031636863824	0.8143053645116919	0.7744154057771664	0.8266850068775791	0.9972489683631361	0.8383768913342503	0.7317744154057771	0.7200825309491059	0.7730398899587345	0.8390646492434664	0.8081155433287482	0.8349381017881705	0.8211829436038515	0.9154057771664375	0.8521320495185695	0.8225584594222833	0.7365887207702888	0.7984869325997249	0.8005502063273727	0.7620357634112792	0.8569463548830811	0.8370013755158184	0.7469050894085282	0.6678129298486932	0.9800550206327373	0.7028885832187071	0.9724896836313618	0.6306740027510316	0.7874828060522696	0.7558459422283357	0.8170563961485557	0.9621733149931224	0.6698762035763411	0.7138927097661623	0.7971114167812929	0.9167812929848693	0.9181568088033012	0.7634112792297112	0.6850068775790922	0.8514442916093535
ERR1458752	0.9965612104539202	0.9002751031636864	0.8500687757909215	0.8094910591471802	0.0	0.8204951856946355	0.7042640990371389	0.8727647867950481	0.8039889958734525	0.7854195323246217	0.7248968363136176	0.9951856946354883	0.8266850068775791	0.8390646492434664	0.9332874828060522	0.8418156808803301	0.765474552957359	0.7462173314993122	0.8528198074277854	0.9965612104539202	0.8810178817056397	0.6458046767537826	0.7929848693259972	0.8541953232462174	0.8060522696011004	0.8363136176066025	0.8631361760660248	0.8081155433287482	0.8844566712517193	0.9099037138927097	0.7283356258596974	0.765474552957359	0.7682255845942229	0.7462173314993122	0.8603851444291609	0.7737276478679505	0.8486932599724897	0.7262723521320495	0.7723521320495186	0.9752407152682255	0.7950481430536451	0.9938101788170564	0.8033012379642366	0.859697386519945	0.7874828060522696	0.843878954607978	0.9587345254470426	0.765474552957359	0.7606602475928473	0.9154057771664375	0.9669876203576341	0.8452544704264099	0.8204951856946355	0.7297111416781293	0.7895460797799174
ERR1458765	0.9628610729023384	0.5825309491059147	0.7599724896836314	0.78060522696011	0.8204951856946355	0.0	0.7730398899587345	0.7303988995873453	0.6004126547455296	0.6189821182943603	0.7524071526822559	1.0	0.49793672627235214	0.4786795048143054	0.6134800550206327	0.6905089408528198	0.6189821182943603	0.7475928473177441	0.8397524071526823	1.0	0.5233837689133425	0.7640990371389271	0.5653370013755158	0.6052269601100413	0.5536451169188445	0.5116918844566712	0.6795048143053645	0.7936726272352133	0.828060522696011	0.5687757909215956	0.7709766162310867	0.7242090784044016	0.6856946354883081	0.7125171939477304	0.8184319119669876	0.8033012379642366	0.7881705639614855	0.688445667125172	0.8012379642365888	0.6960110041265475	0.7572214580467675	0.6781292984869326	0.7702888583218707	0.844566712517194	0.8033012379642366	0.4656121045392022	0.6506189821182944	0.7558459422283357	0.7042640990371389	0.5206327372764786	0.6141678129298487	0.7716643741403026	0.7015130674002751	0.7854195323246217	0.8081155433287482
ERR1458793	0.9986244841815681	0.8858321870701513	0.7716643741403026	0.8005502063273727	0.7042640990371389	0.7730398899587345	0.0	0.7352132049518569	0.6891334250343879	0.8473177441540578	0.71939477303989	0.9993122420907841	0.7489683631361761	0.7565337001375516	0.9319119669876204	0.7737276478679505	0.6526822558459422	0.717331499312242	0.7847317744154058	0.9993122420907841	0.8548830811554333	0.6966987620357634	0.7874828060522696	0.8294360385144429	0.8335625859697386	0.7613480055020633	0.8156808803301238	0.7118294360385145	0.8266850068775791	0.7716643741403026	0.7537826685006878	0.7111416781292985	0.6918844566712518	0.7083906464924347	0.8321870701513068	0.7283356258596974	0.7682255845942229	0.7049518569463549	0.8830811554332875	0.9752407152682255	0.7077028885832187	0.9697386519944979	0.7929848693259972	0.8191196698762035	0.7606602475928473	0.78060522696011	0.9635488308115543	0.6898211829436038	0.7833562585969739	0.8789546079779917	0.9353507565337001	0.8452544704264099	0.7558459422283357	0.7414030261348006	0.7640990371389271
ERR1458809	1.0	0.8927097661623109	0.6451169188445667	0.7482806052269602	0.8727647867950481	0.7303988995873453	0.7352132049518569	0.0	0.7310866574965612	0.889958734525447	0.7049518569463549	1.0	0.7331499312242091	0.717331499312242	0.9277854195323246	0.6671251719394773	0.7613480055020633	0.7365887207702888	0.7668500687757909	1.0	0.8204951856946355	0.7916093535075653	0.7338376891334251	0.7599724896836314	0.812242090784044	0.7448418156808804	0.8074277854195323	0.7469050894085282	0.8198074277854195	0.7606602475928473	0.8383768913342503	0.7324621733149931	0.8108665749656121	0.7365887207702888	0.6616231086657497	0.8005502063273727	0.7627235213204951	0.7283356258596974	0.8033012379642366	0.9552957359009628	0.6217331499312242	0.9436038514442916	0.6973865199449794	0.8493810178817056	0.765474552957359	0.7214580467675378	0.951856946354883	0.6451169188445667	0.7469050894085282	0.7847317744154058	0.8727647867950481	0.8638239339752407	0.6836313617606602	0.7365887207702888	0.7744154057771664
ERR1458829	1.0	0.7125171939477304	0.7730398899587345	0.8101788170563962	0.8039889958734525	0.6004126547455296	0.6891334250343879	0.7310866574965612	0.0	0.717331499312242	0.7352132049518569	1.0	0.5907840440165062	0.6121045392022009	0.7751031636863824	0.7228335625859698	0.515818431911967	0.6946354883081155	0.7861072902338377	1.0	0.6698762035763411	0.7420907840440165	0.6341127922971114	0.6176066024759285	0.6891334250343879	0.5894085281980743	0.7132049518569463	0.6361760660247593	0.7991746905089409	0.6499312242090785	0.7682255845942229	0.6891334250343879	0.655433287482806	0.6746905089408528	0.7998624484181568	0.7984869325997249	0.782668500687758	0.7297111416781293	0.8163686382393398	0.8081155433287482	0.7510316368638239	0.8005502063273727	0.7517193947730398	0.8418156808803301	0.7764786795048143	0.6210453920220083	0.7943603851444292	0.7324621733149931	0.7716643741403026	0.6664374140302614	0.7606602475928473	0.7833562585969739	0.7888583218707015	0.7379642365887208	0.8033012379642366
ERR1458831	1.0	0.48074277854195324	0.8707015130674003	0.9133425034387895	0.7854195323246217	0.6189821182943603	0.8473177441540578	0.889958734525447	0.717331499312242	0.0	0.7902338376891335	1.0	0.6746905089408528	0.6361760660247593	0.6829436038514443	0.8067400275103164	0.6925722145804677	0.8878954607977991	0.90646492434663	1.0	0.578404401650619	0.7585969738651994	0.6203576341127923	0.6636863823933975	0.4986244841815681	0.5096286107290234	0.8094910591471802	0.8225584594222833	0.8913342503438789	0.44222833562585967	0.7592847317744154	0.9085281980742779	0.8019257221458047	0.8686382393397524	0.8741403026134801	0.842503438789546	0.8610729023383769	0.8232462173314993	0.7070151306740028	0.32599724896836313	0.8191196698762035	0.35832187070151306	0.8837689133425034	0.8713892709766162	0.8968363136176066	0.5708390646492435	0.3177441540577717	0.8376891334250344	0.8535075653370013	0.5502063273727648	0.7228335625859698	0.8253094910591472	0.8782668500687758	0.81292984869326	0.8920220082530949
