sample_id	plateau_depth	passes	observed_features	shannon	faith_pd	simpson
ERR1458715	1817.0	False	66.0	2.9910586158682424	12.55202368343604	0.6811415063849822
ERR1458739	1090.0	True	85.0	3.677846298802697	11.3085556541824	0.7758035316103549
ERR1458746	1090.0	True	135.0	5.315953519319479	13.20205721209863	0.9507391630343563
ERR1458747	1090.0	True	114.0	4.61886722294657	11.78297471892551	0.9077384968636424
ERR1458750	1454.0	True	163.0	4.389820249644662	17.08259935932499	0.8022485120947183
ERR1458752	1090.0	True	144.0	5.830702243361211	13.98753971873493	0.9636840731589122
ERR1458765	1454.0	True	164.0	5.134722914041467	16.14389816659236	0.9011510457726966
ERR1458793	1454.0	True	247.0	6.540094871825149	20.97799022006867	0.9790090656577032
ERR1458809	1090.0	True	214.0	6.230326396909924	20.85301012538684	0.9736259274526344
ERR1458829	1090.0	True	217.0	6.062437027803966	20.32165734497589	0.9595635864136466
ERR1458831	1454.0	True	61.0	2.449320375554518	6.948014115260568	0.572118429553601
ERR1458855	1090.0	True	133.0	5.461962191798215	15.80898522936005	0.9544989981659868
ERR1458857	1090.0	True	59.0	4.21380876066591	15.62287316327713	0.9161042497968832
ERR1458868	1454.0	True	185.0	5.786235691788756	24.28684907628215	0.9497582930551316
ERR1458871	1454.0	True	102.0	4.45694146193068	10.20465845070742	0.8960949662072023
ERR1458881	1454.0	True	63.0	3.0760533800649914	8.22677358104208	0.7480655714223596
ERR1458883	1090.0	True	152.0	5.846289115131392	27.1861570164048	0.9668296247184136
ERR1458893	1454.0	True	172.0	5.53480270908073	15.6625728216025	0.9478334418927332
ERR1458899	1454.0	True	210.0	6.311750547589148	28.39502197553427	0.977148096595412
ERR1458906	1454.0	True	145.0	5.002353360739236	13.81216273535003	0.9144401381235306
ERR1458915	1454.0	True	116.0	4.098822921769273	13.99728980965249	0.8089989822446249
ERR1458929	727.0	True	28.0	2.327582887289295	7.847914686094231	0.6770606603032863
ERR1458931	1454.0	True	117.0	4.785762769517123	16.63843535376052	0.8841270330104788
ERR1458936	1454.0	True	259.0	6.369870022490565	19.88898514207911	0.970628864591229
ERR1458937	1454.0	True	118.0	4.794555438475558	11.24703739774412	0.9215171088076156
ERR1458942	1090.0	True	103.0	4.798215943110143	16.22151702741019	0.9183858171547188
ERR1458974	1817.0	False	128.0	4.1574324580878415	13.09353338243926	0.8115963343374311
ERR1458980	1090.0	True	127.0	4.412229228208006	26.26774700658254	0.8568378656352599
ERR1458992	1454.0	True	227.0	6.011211683377677	21.75344133659468	0.959090264241948
ERR1458999	1454.0	True	205.0	6.140885496953385	20.13973794634543	0.9735134934229036
ERR1459008	1454.0	True	298.0	6.906827969657048	28.70432282358809	0.9840016635028715
ERR1459017	1454.0	True	158.0	4.477194760870128	17.1820003576075	0.8992751800343936
ERR1459028	1090.0	True	108.0	3.854573772430769	22.38717581912018	0.7568312968930699
ERR1459033	1090.0	True	145.0	5.370715960711684	15.90526714528695	0.9409942349761614
ERR1459034	1454.0	True	204.0	6.086853992970543	15.54333835935589	0.9717386915492338
ERR1459035	1817.0	False	269.0	6.335820160838159	21.86185445438809	0.9730026953437032
ERR1459037	1454.0	True	207.0	6.250591877176306	19.22681835085946	0.9787527529163552
ERR1459045	1090.0	True	183.0	5.75263336612564	16.32167837200115	0.9571929616637478
ERR1459063	1090.0	True	198.0	5.868807151160614	15.67762178284533	0.9592948216420262
ERR1459072	1090.0	True	127.0	5.607017536872423	13.06678558230928	0.9562206487635015
ERR1459099	1090.0	True	187.0	6.114808330847874	16.27075912228741	0.9741806292719596
ERR1459109	1090.0	True	82.0	4.036554572209447	18.41080030417691	0.8703606372890158
ERR1459110	2180.0	False	45.0	0.7937423462572601	26.16285008782604	0.1628374020306295
ERR1459123	1090.0	True	152.0	5.520890115283064	49.51780640128947	0.9583632860872232
ERR1459124	1454.0	True	58.0	2.444071692915497	7.791850736614077	0.5720955256746334
ERR1459126	1090.0	True	111.0	5.414356336254919	12.72863043667822	0.956817669659371
ERR1459131	1454.0	True	109.0	5.068512245139532	11.97689572608858	0.944999818889076
ERR1459142	1454.0	True	156.0	5.176568601966536	16.63395408778498	0.927312337801482
ERR1459146	1454.0	True	124.0	4.811625025002752	12.86419688724711	0.8806767390272704
ERR1459147	1454.0	True	38.0	1.524424883975917	4.970969528753374	0.3478726896963333
ERR1459152	727.0	True	119.0	5.323837983171506	15.78958828326048	0.9598673250332586
ERR1459161	1454.0	True	131.0	4.787909356043672	18.29105045400684	0.8959843208206935
ERR1459162	1090.0	True	73.0	3.624533347578261	7.820522020659707	0.802796640310077
ERR1459172	1454.0	True	96.0	4.318762017283958	14.6107801629851	0.8820070753116591
ERR1459203	1454.0	True	119.0	4.014083628433911	11.83840703876105	0.834318010023058
ERR1459204	1454.0	True	161.0	5.780600847957004	23.6842134097249	0.9647743278688408
ERR2056783	1454.0	True	226.0	5.679288396291102	19.86132713292465	0.9510147456344468
ERR2056799	1454.0	True	255.0	6.154116190359428	23.03123266192362	0.9682044998545088
