	ERR1458715	ERR1458739	ERR1458746	ERR1458747	ERR1458750	ERR1458752	ERR1458765	ERR1458793	ERR1458809	ERR1458829	ERR1458831	ERR1458855	ERR1458857	ERR1458868	ERR1458871	ERR1458881	ERR1458883	ERR1458893	ERR1458899	ERR1458906	ERR1458915	ERR1458929	ERR1458931	ERR1458936	ERR1458937	ERR1458942	ERR1458974	ERR1458980	ERR1458992	ERR1458999	ERR1459008	ERR1459017	ERR1459028	ERR1459033	ERR1459034	ERR1459035	ERR1459037	ERR1459045	ERR1459063	ERR1459072	ERR1459099	ERR1459109	ERR1459110	ERR1459123	ERR1459124	ERR1459126	ERR1459131	ERR1459142	ERR1459146	ERR1459147	ERR1459152	ERR1459161	ERR1459162	ERR1459172	ERR1459203	ERR1459204	ERR2056783	ERR2056799
ERR1458715	0.0	0.9933957072096863	0.992294991744634	0.9966978536048432	0.9757842597688497	0.992294991744634	0.9620253164556962	0.9994496422674739	0.996147495872317	0.9972482113373693	0.9972482113373693	0.9950467804072647	0.6884975233902036	0.9878921298844249	0.9972482113373693	0.5795266923500275	0.9928453494771602	0.9966978536048432	0.9933957072096863	0.9966978536048432	0.9983489268024216	0.8079251513483764	0.9966978536048432	0.996147495872317	0.9966978536048432	0.9818381948266374	0.9911942762795817	0.9972482113373693	0.9966978536048432	0.9746835443037974	0.9972482113373693	0.9933957072096863	0.9818381948266374	0.9972482113373693	0.9966978536048432	0.9966978536048432	0.9955971381397909	0.9933957072096863	0.9801871216290589	0.9933957072096863	0.996147495872317	0.9955971381397909	0.9972482113373693	1.0	0.9972482113373693	1.0	1.0	0.9983489268024216	0.9972482113373693	0.9515685195376995	0.9950467804072647	0.9950467804072647	0.9873417721518988	0.9917446340121079	0.9080902586681343	0.8904788112272978	0.9966978536048432	0.9977985690698954
ERR1458739	0.9933957072096863	0.0	0.9053384700055036	0.8750687947165657	0.4634012107870116	0.9020363236103467	0.5877820583379196	0.8866263070996148	0.8926802421574023	0.7066593285635663	0.5085305448541552	0.8657127132636213	0.992294991744634	0.6769400110071546	0.6362135388002201	0.6659328563566318	0.817831590533847	0.7039075399009356	0.8585580627407815	0.9251513483764446	0.9190974133186571	0.996147495872317	0.6213538800220143	0.8624105668684645	0.6884975233902036	0.662630709961475	0.49312052834342324	0.5663181067694001	0.7083104017611448	0.7501375894331316	0.8233351678591084	0.8893780957622455	0.4744083654375344	0.8629609246009906	0.8073747936158503	0.8156301596037424	0.840946615299945	0.914694551458448	0.8921298844248762	0.8712162905888827	0.8519537699504678	0.8668134287286736	0.5432030820033021	0.8805723720418271	0.5222894881673088	0.9235002751788662	0.9372592184920198	0.9080902586681343	0.5872317006053935	0.5250412768299395	0.9014859658778206	0.8337919647771052	0.4634012107870116	0.6752889378095762	0.8343423225096313	0.8833241607044579	0.8838745184369841	0.9240506329113924
ERR1458746	0.992294991744634	0.9053384700055036	0.0	0.6879471656576774	0.8288387451843698	0.8315905338470005	0.779306549257017	0.7633461750137589	0.6461199779856907	0.7644468904788112	0.8783709411117226	0.5608145294441387	0.9928453494771602	0.7666483214089158	0.6719867914144194	0.9102916895982388	0.7000550357732526	0.6730875068794716	0.7275729223995597	0.7804072647220693	0.9124931205283434	0.996147495872317	0.7903137039075399	0.7732526141992295	0.7072096862960925	0.7369290038525041	0.8458998348926803	0.8249862410566868	0.8233351678591084	0.8271876719867914	0.7611447440836544	0.8778205833791964	0.71326362135388	0.8541552008805724	0.7578425976884975	0.8492019812878371	0.775454045129334	0.7413318657127133	0.7782058337919647	0.6917996697853604	0.7771051183269125	0.755641166758393	0.9686296092460099	0.46230049532195927	0.9548706659328564	0.6868464501926252	0.868464501926252	0.7270225646670335	0.7892129884424877	0.9438635112823335	0.49312052834342324	0.6873968079251513	0.8002201430930105	0.8959823885525592	0.8596587782058338	0.6285085305448541	0.7374793615850302	0.7121629058888277
ERR1458747	0.9966978536048432	0.8750687947165657	0.6879471656576774	0.0	0.8057237204182719	0.7815079801871216	0.7837094111172263	0.7765547605943863	0.7116125481563016	0.7727022564667033	0.9036873968079252	0.6158503026967529	0.9972482113373693	0.7771051183269125	0.5960374243258117	0.9075399009356081	0.7572922399559714	0.7743533296642818	0.7534397358282884	0.8271876719867914	0.8981838194826637	0.9972482113373693	0.813979086406164	0.7127132636213539	0.7413318657127133	0.7682993946064942	0.8266373142542652	0.8007705008255366	0.8398458998348927	0.810126582278481	0.7974683544303798	0.906989543203082	0.8315905338470005	0.8244358833241607	0.7297743533296642	0.7809576224545954	0.7925151348376445	0.7374793615850302	0.8414969730324711	0.7958172812328013	0.7281232801320858	0.6906989543203081	0.9713813979086406	0.6791414419372592	0.969179966978536	0.6384149697303247	0.7903137039075399	0.7429829389102917	0.7991194276279582	0.9548706659328564	0.6538249862410567	0.7011557512383049	0.7897633461750138	0.9174463401210787	0.895432030820033	0.7259218492019813	0.6620803522289488	0.8481012658227848
ERR1458750	0.9757842597688497	0.4634012107870116	0.8288387451843698	0.8057237204182719	0.0	0.9058888277380297	0.5101816180517337	0.8624105668684645	0.8145294441386901	0.709411117226197	0.5162355531095212	0.8563566318106769	0.9994496422674739	0.647220693450743	0.5773252614199229	0.6648321408915795	0.7501375894331316	0.7061089708310402	0.8453494771601541	0.9235002751788662	0.8827738029719318	1.0	0.5789763346175014	0.8701155751238305	0.6532746285085306	0.6494221243808476	0.46670335718216843	0.550357732526142	0.6884975233902036	0.7451843698403963	0.8492019812878371	0.8987341772151899	0.44634012107870114	0.8354430379746836	0.7930654925701706	0.8106769400110072	0.8596587782058338	0.8679141441937259	0.8926802421574023	0.8547055586130985	0.7963676389653275	0.8090258668134287	0.5376995046780407	0.8299394606494221	0.5222894881673088	0.8359933957072097	0.833241607044579	0.8805723720418271	0.5129334067143644	0.5046780407264722	0.8046230049532196	0.8018712162905889	0.4413869014859659	0.6483214089157953	0.837094111172262	0.8002201430930105	0.8558062740781508	0.8827738029719318
ERR1458752	0.992294991744634	0.9020363236103467	0.8315905338470005	0.7815079801871216	0.9058888277380297	0.0	0.810126582278481	0.6851953769950467	0.8536048431480462	0.7804072647220693	0.7765547605943863	0.7022564667033572	0.9950467804072647	0.8200330214639515	0.8481012658227848	0.9179966978536048	0.8167308750687947	0.7396807925151349	0.7264722069345074	0.8783709411117226	0.9603742432581178	0.9950467804072647	0.8668134287286736	0.6235553109521189	0.7886626307099615	0.8337919647771052	0.7963676389653275	0.8431480462300496	0.8095762245459549	0.8503026967528894	0.8156301596037424	0.8739680792515134	0.8855255916345625	0.732526141992295	0.755641166758393	0.7677490368739681	0.7627958172812328	0.837094111172262	0.7787561915244909	0.8359933957072097	0.7154650522839846	0.759493670886076	0.973032471106219	0.775454045129334	0.9933957072096863	0.7859108420473307	0.8646119977985691	0.8013208585580628	0.8470005503577325	0.9548706659328564	0.7688497523390203	0.7671986791414419	0.9119427627958173	0.9669785360484314	0.8497523390203633	0.8018712162905889	0.7418822234452394	0.7996697853604843
ERR1458765	0.9620253164556962	0.5877820583379196	0.779306549257017	0.7837094111172263	0.5101816180517337	0.810126582278481	0.0	0.7671986791414419	0.7451843698403963	0.5910842047330765	0.6230049532195927	0.7567418822234453	0.9988992845349477	0.5261419922949917	0.4914694551458448	0.6103467253714915	0.689598238855256	0.5910842047330765	0.7347275729223995	0.8508530544854155	0.8750687947165657	1.0	0.5321959273527793	0.7600440286186021	0.5635663181067694	0.5987892129884425	0.5476059438635112	0.5343973582828839	0.6114474408365438	0.6703357182168409	0.7611447440836544	0.8161805173362686	0.569620253164557	0.7831590533847	0.7193175564116676	0.7143643368189323	0.7385800770500826	0.802421574023115	0.8013208585580628	0.7936158503026968	0.6807925151348376	0.7941662080352229	0.6912493120528344	0.7660979636763896	0.6829939460649422	0.779306549257017	0.8436984039625757	0.7980187121629059	0.4810126582278481	0.6439185470555862	0.7671986791414419	0.71326362135388	0.5184369840396258	0.6235553109521189	0.7666483214089158	0.7022564667033572	0.8007705008255366	0.8046230049532196
ERR1458793	0.9994496422674739	0.8866263070996148	0.7633461750137589	0.7765547605943863	0.8624105668684645	0.6851953769950467	0.7671986791414419	0.0	0.7226197028068244	0.6747385800770501	0.8381948266373143	0.6912493120528344	0.9994496422674739	0.7396807925151349	0.7407815079801872	0.9201981287837094	0.7655476059438635	0.6422674738580078	0.7072096862960925	0.7969179966978536	0.9025866813428729	1.0	0.8464501926252064	0.6984039625756742	0.7809576224545954	0.8002201430930105	0.817831590533847	0.7859108420473307	0.7165657677490369	0.8117776554760594	0.7116125481563016	0.8183819482663731	0.7760044028618602	0.7451843698403963	0.6940011007154651	0.6940011007154651	0.7110621904237755	0.8238855255916345	0.7490368739680793	0.7539900935608145	0.7033571821684095	0.8712162905888827	0.9763346175013758	0.7028068244358833	0.9708310401761144	0.7611447440836544	0.8183819482663731	0.7605943863511282	0.7853604843148047	0.96147495872317	0.6917996697853604	0.775454045129334	0.8734177215189873	0.9334067143643369	0.8260869565217391	0.7204182718767199	0.720968629609246	0.7638965327462851
ERR1458809	0.996147495872317	0.8926802421574023	0.6461199779856907	0.7116125481563016	0.8145294441386901	0.8536048431480462	0.7451843698403963	0.7226197028068244	0.0	0.709411117226197	0.8844248761695102	0.6879471656576774	0.9977985690698954	0.7484865162355531	0.6940011007154651	0.918547055586131	0.64336818932306	0.728673637864612	0.7341772151898734	0.7534397358282884	0.8932305998899285	0.9988992845349477	0.8117776554760594	0.7837094111172263	0.7523390203632361	0.7660979636763896	0.817831590533847	0.7292239955971381	0.7914144193725922	0.7859108420473307	0.7336268574573472	0.8205833791964777	0.7644468904788112	0.8354430379746836	0.7083104017611448	0.8079251513483764	0.7127132636213539	0.6560264171711613	0.775454045129334	0.7539900935608145	0.7033571821684095	0.7914144193725922	0.9477160154100165	0.6136488717666483	0.9411117226197028	0.6747385800770501	0.8376444689047882	0.7644468904788112	0.7154650522839846	0.945514584479912	0.6158503026967529	0.7264722069345074	0.7908640616400661	0.8750687947165657	0.8558062740781508	0.689598238855256	0.7226197028068244	0.7677490368739681
ERR1458829	0.9972482113373693	0.7066593285635663	0.7644468904788112	0.7727022564667033	0.709411117226197	0.7804072647220693	0.5910842047330765	0.6747385800770501	0.709411117226197	0.0	0.7193175564116676	0.7127132636213539	0.9994496422674739	0.5789763346175014	0.592735277930655	0.7627958172812328	0.7182168409466153	0.5134837644468905	0.6929003852504128	0.7738029719317556	0.8838745184369841	1.0	0.6516235553109522	0.7330764997248211	0.6406164006604292	0.6213538800220143	0.6829939460649422	0.6070445789763346	0.5762245459548707	0.7022564667033572	0.6119977985690699	0.7875619152449091	0.6505228398458999	0.7490368739680793	0.693450742982939	0.6543753439735829	0.6840946615299945	0.7710511832691249	0.7776554760594386	0.7589433131535498	0.7231700605393506	0.7980187121629059	0.8040726472206935	0.7281232801320858	0.8007705008255366	0.7319757842597688	0.8310401761144744	0.7705008255365988	0.6097963676389653	0.7903137039075399	0.7292239955971381	0.7534397358282884	0.6802421574023115	0.7506879471656577	0.7666483214089158	0.7600440286186021	0.7149146945514584	0.7919647771051184
